"","JLKMOVE","JHSPRBQ","JHSCANB","JHSCNTB","JHSCAND","JHSCNTD","JHSCANF","JLFSATO"
"11360",1,2,"YES",NA,"YES",NA,1,NA
"11361",2,2,"NO",1,"YES",NA,1,5
"11362",2,2,"NO",1,"YES",NA,1,6
"11363",2,2,"YES",NA,"YES",NA,1,2
"11364",1,2,"YES",NA,"NO",2,1,5
"11365",2,2,"YES",NA,"NO",1,2,4
"11366",1,2,"NO",2,"YES",NA,2,5
"11367",1,2,"NO",2,"YES",NA,2,7
"11368",2,1,"NO",2,"YES",NA,1,5
"11369",1,2,"YES",NA,"YES",NA,1,6
"11370",1,2,"YES",NA,"YES",NA,1,4
"11371",2,2,"YES",NA,"YES",NA,1,4
"11372",2,1,"YES",NA,"YES",NA,1,6
"11373",1,1,"YES",NA,"YES",NA,1,5
"11374",2,2,"YES",NA,"YES",NA,1,6
"11375",2,2,"YES",NA,"YES",NA,1,5
"11376",NA,1,"YES",NA,"YES",NA,1,5
"11377",2,1,"YES",NA,"YES",NA,1,5
"11378",2,1,"NO",2,"YES",NA,2,4
"11379",2,1,"NO",2,"YES",NA,2,4
"11380",1,2,"NO",2,"NO",2,1,6
"11381",1,1,"NO",1,"NO",1,2,5
"11382",2,1,"NO",1,"NO",1,2,1
"11383",1,1,"NO",2,"YES",NA,1,7
"11384",1,1,"NO",2,"YES",NA,1,5
"11385",1,2,"YES",NA,"YES",NA,1,5
"11386",1,2,"YES",NA,"YES",NA,1,6
"11387",1,2,"YES",NA,"YES",NA,1,NA
"11388",1,2,"YES",NA,"YES",NA,1,NA
"11389",1,2,"NO",2,"YES",NA,2,6
"11390",1,2,"NO",2,"YES",NA,2,6
"11391",2,2,"NO",2,"YES",NA,2,7
"11392",1,2,"NO",2,"YES",NA,2,5
"11393",1,2,"NO",2,"YES",NA,2,7
"11394",1,2,"YES",NA,"YES",NA,2,NA
"11395",2,2,"YES",NA,"YES",NA,2,5
"11396",1,2,"NO",2,"NO",2,2,7
"11397",1,2,"YES",NA,"YES",NA,1,6
"11398",NA,2,"YES",NA,"YES",NA,1,NA
"11399",1,2,"NO",2,"YES",NA,1,4
"11400",1,2,"NO",2,"YES",NA,1,7
"11401",1,1,"YES",NA,"YES",NA,1,4
"11402",1,2,"YES",NA,"YES",NA,1,7
"11403",1,2,"YES",NA,"YES",NA,1,7
"11404",1,1,"YES",NA,"YES",NA,1,4
"11405",1,1,"YES",NA,"YES",NA,1,3
"11406",2,1,"YES",NA,"YES",NA,1,3
"11407",1,2,"NO",2,"NO",2,1,4
"11408",1,2,"YES",NA,"YES",NA,2,6
"11409",1,2,"YES",NA,"YES",NA,2,5
"11410",1,2,"NO",1,"YES",NA,1,3
"11411",1,2,"NO",1,"YES",NA,1,5
"11412",1,2,"NO",1,"YES",NA,1,5
"11413",2,2,"YES",NA,"YES",NA,1,6
"11414",1,2,"NO",1,"NO",1,1,1
"11415",2,2,"YES",NA,"YES",NA,1,4
"11416",2,2,"YES",NA,"YES",NA,1,5
"11417",1,2,"NO",2,"YES",NA,2,7
"11418",1,2,"NO",2,"YES",NA,2,7
"11419",NA,2,"YES",NA,"YES",NA,2,NA
"11420",1,2,"YES",NA,"YES",NA,2,5
"11421",2,1,"NO",1,"YES",NA,1,4
"11422",1,2,"YES",NA,"YES",NA,1,7
"11423",1,2,"YES",NA,"YES",NA,1,7
"11424",1,2,"YES",NA,"YES",NA,1,5
"11425",1,2,"YES",NA,"YES",NA,1,3
"11426",NA,NA,NA,NA,NA,NA,NA,NA
"11427",1,2,"YES",NA,"YES",NA,1,7
"11428",1,2,"YES",NA,"YES",NA,1,6
"11429",1,2,"YES",NA,"YES",NA,1,6
"11430",1,2,"YES",NA,"YES",NA,1,7
"11431",1,2,"YES",NA,"YES",NA,1,6
"11432",1,2,"YES",NA,"YES",NA,2,5
"11433",1,2,"YES",NA,"YES",NA,2,6
"11434",1,1,"NO",1,"YES",NA,1,6
"11435",NA,1,"NO",1,"YES",NA,1,NA
"11436",NA,NA,NA,NA,NA,NA,NA,NA
"11437",1,2,"NO",1,"NO",1,2,2
"11438",1,2,"YES",NA,"YES",NA,2,6
"11439",1,2,"YES",NA,"YES",NA,2,6
"11440",1,2,"YES",NA,"YES",NA,1,2
"11441",2,2,"YES",NA,"YES",NA,1,4
"11442",1,2,"YES",NA,"YES",NA,2,5
"11443",2,2,"YES",NA,"YES",NA,2,3
"11444",2,2,"YES",NA,"YES",NA,1,6
"11445",2,1,"NO",2,"YES",NA,1,6
"11446",2,1,"NO",2,"YES",NA,1,6
"11447",1,2,"YES",NA,"YES",NA,1,4
"11448",1,2,"YES",NA,"YES",NA,1,5
"11449",1,1,"YES",NA,"YES",NA,2,6
"11450",1,1,"YES",NA,"YES",NA,2,6
"11451",2,NA,NA,NA,NA,NA,NA,NA
"11452",2,2,"NO",2,"NO",2,2,4
"11453",2,2,"NO",2,"NO",2,2,1
"11454",2,2,"NO",2,"NO",2,2,3
"11455",2,2,"NO",2,"NO",2,2,4
"11456",1,2,"NO",2,"YES",NA,2,6
"11457",1,2,"YES",NA,"YES",NA,1,4
"11458",1,2,"YES",NA,"YES",NA,1,6
"11459",1,2,"YES",NA,"YES",NA,1,6
"11460",1,2,"YES",NA,"YES",NA,1,3
"11461",2,2,"NO",1,"YES",NA,1,6
"11462",2,2,"NO",1,"YES",NA,1,3
"11463",2,1,"YES",NA,"YES",NA,1,5
"11464",2,1,"YES",NA,"YES",NA,1,5
"11465",1,2,"YES",NA,"YES",NA,1,6
"11466",1,2,"YES",NA,"YES",NA,1,6
"11467",1,2,"YES",NA,"YES",NA,1,4
"11468",1,2,"YES",NA,"YES",NA,1,5
"11469",2,2,"YES",NA,"YES",NA,1,6
"11470",1,2,"NO",2,"YES",NA,1,4
"11471",2,2,"NO",2,"YES",NA,1,4
"11472",2,2,"NO",2,"YES",NA,1,5
"11473",1,2,"NO",2,"YES",NA,1,5
"11474",1,2,"YES",NA,"YES",NA,1,7
"11475",1,2,"YES",NA,"YES",NA,1,7
"11476",1,2,"YES",NA,"YES",NA,1,5
"11477",1,2,"YES",NA,"YES",NA,1,7
"11478",1,2,"YES",NA,"YES",NA,1,6
"11479",2,2,"YES",NA,"YES",NA,1,7
"11480",1,2,"YES",NA,"YES",NA,1,6
"11481",1,2,"NO",1,"YES",NA,1,4
"11482",2,2,"YES",NA,"YES",NA,1,6
"11483",2,2,"YES",NA,"YES",NA,1,6
"11484",1,2,"YES",NA,"NO",2,1,3
"11485",2,2,"YES",NA,"NO",2,1,5
"11486",1,2,"YES",NA,"NO",2,1,7
"11487",1,2,"NO",2,"YES",NA,1,7
"11488",1,2,"NO",2,"YES",NA,1,7
"11489",1,2,"YES",NA,"YES",NA,1,5
"11490",2,2,"NO",1,"YES",NA,2,4
"11491",2,2,"NO",1,"YES",NA,2,5
"11492",2,2,"YES",NA,"YES",NA,2,6
"11493",1,2,"YES",NA,"YES",NA,2,6
"11494",2,2,"NO",1,"YES",NA,2,4
"11495",2,2,"YES",NA,"YES",NA,2,7
"11496",2,2,"YES",NA,"YES",NA,2,7
"11497",2,2,"NO",2,"NO",2,2,5
"11498",1,2,"YES",NA,"YES",NA,2,5
"11499",1,2,"YES",NA,"YES",NA,2,6
"11500",1,1,"YES",NA,"YES",NA,1,5
"11501",2,1,"YES",NA,"YES",NA,1,NA
"11502",1,2,"NO",2,"YES",NA,2,7
"11503",1,2,"NO",2,"YES",NA,2,6
"11504",1,1,"NO",1,"YES",NA,2,5
"11505",1,1,"NO",1,"YES",NA,2,6
"11506",1,2,"YES",NA,"NO",2,2,6
"11507",2,2,"YES",NA,"YES",NA,1,5
"11508",2,2,"YES",NA,"YES",NA,1,6
"11509",2,2,"YES",NA,"YES",NA,1,6
"11510",1,2,"NO",1,"YES",NA,2,6
"11511",1,2,"NO",1,"YES",NA,2,NA
"11512",2,2,"YES",NA,"YES",NA,2,4
"11513",2,2,"YES",NA,"YES",NA,2,5
"11514",2,2,"YES",NA,"YES",NA,2,4
"11515",2,2,"NO",2,"YES",NA,1,6
"11516",NA,NA,NA,NA,NA,NA,NA,NA
"11517",NA,NA,NA,NA,NA,NA,NA,NA
"11518",1,2,"YES",NA,"YES",NA,2,7
"11519",1,2,"NO",2,"YES",NA,1,NA
"11520",1,2,"NO",1,"YES",NA,2,3
"11521",NA,2,"NO",1,"YES",NA,2,NA
"11522",1,2,"YES",NA,"YES",NA,1,7
"11523",1,2,"YES",NA,"YES",NA,1,7
"11524",1,2,"YES",NA,"YES",NA,1,5
"11525",1,2,"YES",NA,"YES",NA,1,NA
"11526",1,2,"YES",NA,"YES",NA,1,NA
"11527",1,2,"YES",NA,"YES",NA,1,NA
"11528",1,2,"NO",2,"YES",NA,1,NA
"11529",1,2,"NO",2,"YES",NA,1,6
"11530",1,2,"NO",2,"YES",NA,1,6
"11531",1,1,"YES",NA,"YES",NA,1,6
"11532",1,1,"YES",NA,"YES",NA,1,6
"11533",1,2,"NO",2,"YES",NA,1,7
"11534",1,2,"NO",2,"YES",NA,1,3
"11535",1,2,"NO",1,"NO",1,1,6
"11536",1,2,"NO",1,"NO",1,1,7
"11537",1,2,"YES",NA,"YES",NA,1,7
"11538",1,2,"YES",NA,"YES",NA,1,6
"11539",2,2,"YES",NA,"YES",NA,1,1
"11540",1,2,"NO",1,"YES",NA,2,5
"11541",1,1,"YES",NA,"YES",NA,1,6
"11542",1,1,"YES",NA,"YES",NA,1,6
"11543",1,2,"YES",NA,"YES",NA,1,7
"11544",1,2,"YES",NA,"YES",NA,1,6
"11545",1,2,"YES",NA,"YES",NA,1,7
"11546",1,2,"YES",NA,"YES",NA,2,2
"11547",1,2,"NO",1,"YES",NA,2,6
"11548",1,1,"YES",NA,"YES",NA,2,6
"11549",1,1,"YES",NA,"YES",NA,2,3
"11550",2,1,"YES",NA,"YES",NA,2,4
"11551",1,2,"NO",1,"YES",NA,2,6
"11552",1,2,"YES",NA,"YES",NA,1,3
"11553",2,2,"YES",NA,"YES",NA,1,5
"11554",2,2,"YES",NA,"YES",NA,1,4
"11555",2,2,"YES",NA,"YES",NA,1,5
"11556",2,2,"NO",2,"YES",NA,1,5
"11557",2,2,"NO",2,"YES",NA,1,6
"11558",1,2,"YES",NA,"YES",NA,2,7
"11559",1,2,"YES",NA,"YES",NA,1,6
"11560",1,2,"YES",NA,"YES",NA,1,5
"11561",NA,NA,NA,NA,NA,NA,NA,NA
"11562",1,2,"NO",1,"YES",NA,1,6
"11563",1,2,"NO",1,"YES",NA,1,3
"11564",1,1,"YES",NA,"YES",NA,1,5
"11565",1,1,"YES",NA,"YES",NA,1,5
"11566",2,2,"NO",1,"YES",NA,1,6
"11567",1,2,"NO",1,"YES",NA,1,6
"11568",2,1,"NO",1,"YES",NA,2,4
"11569",1,1,"NO",2,"NO",1,2,2
"11570",2,2,"NO",1,"YES",NA,1,5
"11571",2,2,"NO",1,"YES",NA,1,6
"11572",1,1,"YES",NA,"YES",NA,2,6
"11573",1,2,"NO",2,"YES",NA,2,4
"11574",1,2,"NO",2,"YES",NA,2,7
"11575",1,2,"YES",NA,"YES",NA,2,4
"11576",1,2,"YES",NA,"YES",NA,2,4
"11577",1,2,"NO",1,"YES",NA,1,5
"11578",2,2,"YES",NA,"YES",NA,1,6
"11579",2,2,"YES",NA,"YES",NA,1,6
"11580",1,2,"YES",NA,"YES",NA,1,5
"11581",1,2,"YES",NA,"YES",NA,1,7
"11582",1,2,"NO",1,"YES",NA,1,5
"11583",2,2,"NO",1,"YES",NA,1,4
"11584",1,1,"YES",NA,"YES",NA,1,6
"11585",1,1,"YES",NA,"YES",NA,1,6
"11586",1,1,"NO",1,"YES",NA,1,4
"11587",2,1,"NO",1,"YES",NA,1,7
"11588",2,2,"NO",1,"YES",NA,2,3
"11589",1,2,"NO",2,"YES",NA,1,4
"11590",2,2,"NO",1,"YES",NA,1,3
"11591",NA,2,"NO",1,"YES",NA,2,4
"11592",2,2,"YES",NA,"YES",NA,2,NA
"11593",2,2,"YES",NA,"YES",NA,2,NA
"11594",1,2,"NO",2,"YES",NA,1,6
"11595",1,2,"NO",2,"YES",NA,2,7
"11596",2,2,"NO",2,"YES",NA,2,6
"11597",1,2,"NO",1,"YES",NA,2,7
"11598",1,2,"YES",NA,"YES",NA,1,NA
"11599",1,2,"YES",NA,"YES",NA,1,NA
"11600",2,2,"YES",NA,"YES",NA,1,5
"11601",1,1,"NO",2,"YES",NA,2,1
"11602",1,2,"NO",1,"YES",NA,1,6
"11603",1,2,"NO",1,"YES",NA,1,6
"11604",1,2,"YES",NA,"YES",NA,2,7
"11605",1,2,"NO",1,"YES",NA,1,5
"11606",2,2,"YES",NA,"YES",NA,1,7
"11607",2,2,"YES",NA,"YES",NA,1,7
"11608",2,2,"YES",NA,"YES",NA,1,5
"11609",2,1,"NO",1,"YES",NA,1,2
"11610",2,1,"NO",1,"YES",NA,2,NA
"11611",2,1,"NO",1,"YES",NA,2,5
"11612",2,1,"NO",1,"YES",NA,2,2
"11613",2,1,"NO",1,"YES",NA,2,5
"11614",1,2,"YES",NA,"YES",NA,2,6
"11615",1,2,"YES",NA,"YES",NA,2,5
"11616",1,2,"NO",1,"YES",NA,2,5
"11617",1,2,"NO",1,"YES",NA,2,6
"11618",1,2,"NO",1,"YES",NA,2,6
"11619",2,2,NA,NA,NA,NA,NA,1
"11620",1,2,NA,NA,NA,NA,NA,1
"11621",1,2,"NO",2,"YES",NA,1,6
"11622",1,2,"NO",2,"YES",NA,1,4
"11623",1,2,"YES",NA,"YES",NA,2,7
"11624",1,2,"YES",NA,"YES",NA,2,5
"11625",1,2,"YES",NA,"YES",NA,2,6
"11626",2,2,"YES",NA,"YES",NA,2,5
"11627",1,2,"YES",NA,"NO",2,1,6
"11628",2,2,"YES",NA,"YES",NA,1,5
"11629",2,2,"YES",NA,"YES",NA,1,7
"11630",1,2,"YES",NA,"YES",NA,1,7
"11631",1,2,"YES",NA,"YES",NA,1,7
"11632",1,2,"YES",NA,"YES",NA,1,6
"11633",1,2,"NO",1,"NO",2,2,7
"11634",2,2,"YES",NA,"YES",NA,1,5
"11635",2,2,"YES",NA,"YES",NA,1,5
"11636",2,2,"YES",NA,"YES",NA,1,5
"11637",2,2,"YES",NA,"YES",NA,1,5
"11638",1,2,"YES",NA,"YES",NA,1,4
"11639",1,2,"NO",2,"YES",NA,2,7
"11640",1,2,"NO",2,"YES",NA,2,7
"11641",1,2,"NO",2,"NO",2,1,6
"11642",1,2,"NO",2,"NO",2,1,4
"11643",1,2,"YES",NA,"YES",NA,1,4
"11644",NA,2,"YES",NA,"YES",NA,1,NA
"11645",1,2,"NO",1,"YES",NA,2,7
"11646",2,2,"YES",NA,"YES",NA,1,4
"11647",2,2,"YES",NA,"YES",NA,1,NA
"11648",1,1,"NO",2,"NO",2,2,2
"11649",1,2,"NO",1,"YES",NA,1,5
"11650",1,2,"NO",1,"YES",NA,1,5
"11651",2,2,"NO",1,"YES",NA,1,7
"11652",1,2,"YES",NA,"YES",NA,1,NA
"11653",2,2,"YES",NA,"YES",NA,1,5
"11654",2,2,"YES",NA,"YES",NA,1,5
"11655",2,2,"YES",NA,"YES",NA,1,5
"11656",1,2,"YES",NA,"YES",NA,1,7
"11657",1,2,"NO",1,"YES",NA,1,7
"11658",1,2,"NO",1,"YES",NA,1,6
"11659",2,2,"YES",NA,"YES",NA,2,5
"11660",1,2,"YES",NA,"YES",NA,2,6
"11661",2,2,"NO",1,"YES",NA,1,5
"11662",1,2,"NO",1,"YES",NA,1,7
"11663",1,2,"NO",2,"YES",NA,2,7
"11664",1,2,"NO",2,"YES",NA,2,5
"11665",1,2,"YES",NA,"YES",NA,1,7
"11666",1,2,"YES",NA,"YES",NA,1,5
"11667",NA,1,"NO",2,"YES",NA,2,NA
"11668",2,1,"NO",2,"YES",NA,2,NA
"11669",1,2,"YES",NA,"YES",NA,1,4
"11670",1,1,"YES",NA,"YES",NA,1,7
"11671",1,2,"YES",NA,"YES",NA,1,5
"11672",1,1,"YES",NA,"YES",NA,2,7
"11673",1,1,"YES",NA,"YES",NA,2,7
"11674",1,1,"NO",2,"YES",NA,1,7
"11675",1,2,"NO",2,"YES",NA,1,7
"11676",2,2,"YES",NA,"YES",NA,2,5
"11677",1,2,"YES",NA,"YES",NA,2,5
"11678",NA,2,"YES",NA,"YES",NA,2,7
"11679",2,2,"YES",NA,"YES",NA,2,6
"11680",1,2,"YES",NA,"YES",NA,2,6
"11681",2,2,"YES",NA,"YES",NA,2,4
"11682",2,2,"YES",NA,"YES",NA,2,7
"11683",NA,NA,NA,NA,NA,NA,NA,NA
"11684",1,1,"NO",1,"NO",1,2,2
"11685",2,1,"NO",1,"NO",1,2,3
"11686",1,2,"YES",NA,"YES",NA,2,5
"11687",1,2,"YES",NA,"YES",NA,2,5
"11688",1,2,"YES",NA,"YES",NA,1,5
"11689",1,2,"YES",NA,"YES",NA,1,6
"11690",1,2,"YES",NA,"YES",NA,1,NA
"11691",1,2,"YES",NA,"YES",NA,1,NA
"11692",1,1,"YES",NA,"NO",2,2,7
"11693",2,2,"NO",2,"NO",2,2,5
"11694",1,2,"NO",2,"NO",2,2,2
"11695",2,1,"NO",2,"YES",NA,2,6
"11696",2,1,"NO",2,"YES",NA,2,7
"11697",1,2,"YES",NA,"YES",NA,1,5
"11698",1,1,"YES",NA,"YES",NA,2,6
"11699",1,1,"YES",NA,"YES",NA,2,5
"11700",1,2,"YES",NA,"YES",NA,2,5
"11701",1,2,"YES",NA,"YES",NA,2,7
"11702",1,2,"NO",2,"YES",NA,2,4
"11703",1,2,"YES",NA,"YES",NA,2,6
"11704",1,2,"YES",NA,"YES",NA,2,6
"11705",1,1,"NO",2,"YES",NA,2,4
"11706",1,2,"YES",NA,"YES",NA,1,5
"11707",1,2,"YES",NA,"YES",NA,1,5
"11708",2,2,"YES",NA,"YES",NA,1,5
"11709",1,2,"YES",NA,"YES",NA,1,6
"11710",1,1,"YES",NA,"YES",NA,1,6
"11711",2,1,"YES",NA,"YES",NA,1,7
"11712",1,2,"NO",2,"YES",NA,2,7
"11713",2,2,"YES",NA,"YES",NA,1,6
"11714",NA,NA,NA,NA,NA,NA,NA,NA
"11715",1,2,"NO",2,"YES",NA,1,7
"11716",1,2,"NO",2,"YES",NA,1,7
"11717",1,2,"NO",2,"YES",NA,1,6
"11718",2,2,"NO",1,"YES",NA,1,7
"11719",1,2,"NO",1,"NO",1,2,3
"11720",1,2,"NO",1,"NO",1,2,4
"11721",1,1,"NO",2,"YES",NA,1,5
"11722",2,2,"YES",NA,"YES",NA,1,5
"11723",2,2,"YES",NA,"YES",NA,1,6
"11724",2,2,"YES",NA,"YES",NA,1,4
"11725",2,2,"NO",1,"YES",NA,1,6
"11726",1,2,"NO",1,"YES",NA,1,5
"11727",1,2,"NO",2,"YES",NA,2,5
"11728",1,2,"NO",2,"YES",NA,1,5
"11729",1,2,"YES",NA,"YES",NA,1,4
"11730",2,2,"YES",NA,"YES",NA,1,4
"11731",1,2,"YES",NA,"YES",NA,2,7
"11732",1,2,"NO",1,"NO",1,2,5
"11733",2,2,"YES",NA,"YES",NA,1,NA
"11734",1,2,"YES",NA,"YES",NA,1,6
"11735",1,1,"YES",NA,"YES",NA,2,3
"11736",1,1,"YES",NA,"YES",NA,2,5
"11737",1,1,"YES",NA,"YES",NA,1,5
"11738",1,1,"YES",NA,"YES",NA,1,4
"11739",1,2,"NO",2,"YES",NA,2,7
"11740",1,2,"YES",NA,"YES",NA,1,6
"11741",2,2,"YES",NA,"YES",NA,1,6
"11742",2,2,"YES",NA,"YES",NA,1,4
"11743",1,2,"YES",NA,"YES",NA,1,6
"11744",1,2,"YES",NA,"YES",NA,1,7
"11745",2,2,"NO",1,"YES",NA,1,6
"11746",2,2,"NO",1,"YES",NA,1,4
"11747",NA,2,"NO",1,"YES",NA,1,NA
"11748",1,2,"NO",1,"YES",NA,1,6
"11749",2,2,"YES",NA,"YES",NA,2,4
"11750",2,2,"YES",NA,"YES",NA,2,2
"11751",1,2,"NO",1,"YES",NA,2,5
"11752",1,2,"NO",1,"YES",NA,2,7
"11753",2,1,"NO",1,"NO",2,2,4
"11754",1,2,"YES",NA,"YES",NA,1,5
"11755",2,2,"YES",NA,"YES",NA,2,5
"11756",2,2,"YES",NA,"YES",NA,2,5
"11757",1,2,"NO",2,"YES",NA,2,1
"11758",2,2,"YES",NA,"YES",NA,2,4
"11759",2,2,"YES",NA,"YES",NA,2,4
"11760",2,2,"NO",1,"NO",1,1,3
"11761",1,1,"YES",NA,"YES",NA,1,5
"11762",1,1,"YES",NA,"YES",NA,1,4
"11763",1,1,"YES",NA,"YES",NA,1,4
"11764",2,2,"NO",2,"YES",NA,1,5
"11765",2,2,"NO",2,"YES",NA,1,5
"11766",1,1,"NO",1,"YES",NA,2,5
"11767",2,2,"YES",NA,"YES",NA,1,5
"11768",1,2,"NO",1,"YES",NA,2,6
"11769",1,2,"NO",1,"YES",NA,2,6
"11770",2,2,"NO",1,"YES",NA,2,NA
"11771",1,1,"YES",NA,"YES",NA,2,7
"11772",1,1,"YES",NA,"YES",NA,2,4
"11773",1,2,"YES",NA,"YES",NA,1,6
"11774",1,2,"YES",NA,"YES",NA,1,5
"11775",2,2,"YES",NA,"YES",NA,1,4
"11776",2,2,"YES",NA,"YES",NA,1,6
"11777",2,2,"YES",NA,"YES",NA,1,6
"11778",1,2,"YES",NA,"YES",NA,2,5
"11779",2,2,"YES",NA,"YES",NA,2,7
"11780",1,2,"YES",NA,"YES",NA,2,5
"11781",1,2,"YES",NA,"YES",NA,2,4
"11782",1,2,"YES",NA,"YES",NA,1,7
"11783",1,2,"YES",NA,"YES",NA,1,7
"11784",1,2,"YES",NA,"YES",NA,2,1
"11785",1,2,"YES",NA,"YES",NA,2,7
"11786",1,2,"YES",NA,"YES",NA,1,6
"11787",1,2,"YES",NA,"YES",NA,1,6
"11788",1,2,"YES",NA,"YES",NA,1,7
"11789",1,2,"YES",NA,"YES",NA,1,5
"11790",1,2,"YES",NA,"YES",NA,1,6
"11791",1,2,"NO",1,"YES",NA,1,5
"11792",1,2,"NO",1,"YES",NA,1,6
"11793",1,2,"NO",1,"YES",NA,2,5
"11794",1,2,"NO",1,"YES",NA,2,6
"11795",1,2,"YES",NA,"YES",NA,1,6
"11796",1,2,"YES",NA,"YES",NA,1,6
"11797",1,2,"YES",NA,"YES",NA,2,6
"11798",1,2,"NO",1,"YES",NA,1,6
"11799",2,2,"NO",1,"YES",NA,1,5
"11800",1,2,"NO",1,"YES",NA,1,5
"11801",2,2,"NO",1,"YES",NA,1,6
"11802",1,2,"NO",2,"YES",NA,1,6
"11803",1,2,"NO",2,"YES",NA,1,6
"11804",1,2,"NO",1,"YES",NA,2,4
"11805",1,2,"NO",1,"YES",NA,2,5
"11806",1,2,"NO",1,"YES",NA,2,4
"11807",2,1,"YES",NA,"NO",1,1,6
"11808",1,2,"YES",NA,"YES",NA,1,5
"11809",1,2,"YES",NA,"YES",NA,1,6
"11810",2,2,"YES",NA,"YES",NA,2,6
"11811",2,2,"YES",NA,"YES",NA,2,3
"11812",1,2,"YES",NA,"YES",NA,2,6
"11813",1,2,"YES",NA,"YES",NA,2,6
"11814",1,2,"YES",NA,"YES",NA,1,7
"11815",1,2,"YES",NA,"YES",NA,1,6
"11816",1,2,"YES",NA,"YES",NA,1,6
"11817",NA,2,"YES",NA,"YES",NA,1,NA
"11818",1,2,"YES",NA,"YES",NA,1,7
"11819",1,2,"YES",NA,"YES",NA,1,5
"11820",2,2,"YES",NA,"YES",NA,1,6
"11821",1,2,"YES",NA,"YES",NA,1,5
"11822",1,2,"YES",NA,"YES",NA,1,6
"11823",2,2,"YES",NA,"YES",NA,2,3
"11824",2,2,"YES",NA,"YES",NA,2,3
"11825",2,2,"YES",NA,"YES",NA,2,5
"11826",2,2,"YES",NA,"YES",NA,1,5
"11827",1,2,"YES",NA,"YES",NA,1,6
"11828",1,2,"YES",NA,"YES",NA,1,6
"11829",2,2,"YES",NA,"YES",NA,1,6
"11830",1,2,"YES",NA,"YES",NA,1,7
"11831",1,2,"YES",NA,"YES",NA,1,7
"11832",1,2,"YES",NA,"YES",NA,1,7
"11833",1,2,"YES",NA,"YES",NA,1,6
"11834",2,2,"YES",NA,"YES",NA,1,7
"11835",2,2,"YES",NA,"YES",NA,1,6
"11836",2,2,"YES",NA,"YES",NA,1,5
"11837",NA,NA,NA,NA,NA,NA,NA,NA
"11838",NA,NA,NA,NA,NA,NA,NA,NA
"11839",NA,NA,NA,NA,NA,NA,NA,NA
"11840",2,1,"YES",NA,"YES",NA,2,5
"11841",2,1,"YES",NA,"YES",NA,2,4
"11842",1,2,"NO",2,"YES",NA,1,6
"11843",2,2,"NO",2,"YES",NA,1,4
"11844",1,2,"NO",1,"NO",2,1,4
"11845",1,2,"NO",1,"NO",2,1,6
"11846",1,2,"YES",NA,"YES",NA,1,3
"11847",1,2,"YES",NA,"YES",NA,1,7
"11848",2,2,"YES",NA,"YES",NA,1,5
"11849",2,2,"YES",NA,"YES",NA,1,5
"11850",2,2,"NO",2,"YES",NA,2,7
"11851",1,2,"YES",NA,"YES",NA,1,3
"11852",2,2,"NO",2,"YES",NA,2,5
"11853",2,2,"NO",2,"YES",NA,2,5
"11854",1,2,"NO",2,"YES",NA,2,7
"11855",2,2,"NO",2,"YES",NA,2,5
"11856",1,2,"NO",2,"YES",NA,2,7
"11857",1,2,"NO",2,"YES",NA,2,6
"11858",2,2,"NO",2,"YES",NA,2,7
"11859",2,1,"YES",NA,"YES",NA,2,7
"11860",2,1,"YES",NA,"YES",NA,2,4
"11861",2,2,"YES",NA,"YES",NA,1,6
"11862",2,1,"YES",NA,"NO",2,1,5
"11863",2,1,"YES",NA,"NO",2,1,5
"11864",1,2,"YES",NA,"YES",NA,1,6
"11865",1,2,"YES",NA,"YES",NA,1,6
"11866",1,2,"YES",NA,"YES",NA,1,7
"11867",2,2,"YES",NA,"YES",NA,1,7
"11868",1,2,"YES",NA,"YES",NA,1,4
"11869",1,2,"YES",NA,"YES",NA,1,4
"11870",1,1,"YES",NA,"YES",NA,1,4
"11871",1,1,"YES",NA,"YES",NA,1,6
"11872",1,2,"YES",NA,"YES",NA,1,NA
"11873",2,2,"YES",NA,"YES",NA,1,NA
"11874",1,NA,NA,NA,NA,NA,NA,6
"11875",1,1,"YES",NA,"YES",NA,1,4
"11876",2,1,"YES",NA,"YES",NA,1,NA
"11877",2,1,"YES",NA,"YES",NA,1,NA
"11878",NA,NA,NA,NA,NA,NA,NA,NA
"11879",NA,NA,NA,NA,NA,NA,NA,NA
"11880",1,2,"YES",NA,"YES",NA,1,6
"11881",1,2,"YES",NA,"NO",2,1,6
"11882",1,2,"YES",NA,"YES",NA,2,4
"11883",1,2,"YES",NA,"YES",NA,1,5
"11884",1,2,"YES",NA,"YES",NA,1,6
"11885",1,2,"YES",NA,"YES",NA,1,7
"11886",1,2,"YES",NA,"YES",NA,2,7
"11887",1,2,"YES",NA,"YES",NA,1,5
"11888",1,2,"YES",NA,"YES",NA,1,5
"11889",1,2,"YES",NA,"YES",NA,1,5
"11890",2,2,"YES",NA,"YES",NA,1,3
"11891",1,1,"NO",1,"NO",1,2,7
"11892",1,1,"NO",1,"NO",1,2,1
"11893",1,2,"YES",NA,"YES",NA,1,3
"11894",1,2,"YES",NA,"YES",NA,1,6
"11895",1,2,"YES",NA,"YES",NA,1,NA
"11896",NA,2,"YES",NA,"YES",NA,1,NA
"11897",2,2,"YES",NA,"YES",NA,1,3
"11898",2,2,"YES",NA,"YES",NA,1,7
"11899",1,2,"YES",NA,"YES",NA,1,4
"11900",2,2,"YES",NA,"YES",NA,1,5
"11901",1,1,"NO",1,"YES",NA,2,5
