"","JLKMOVE","JHSPRBQ","JHSCANB","JHSCNTB","JHSCAND","JHSCNTD","JHSCANF","JLFSATO"
"561",1,2,"YES",NA,"YES",NA,1,6
"562",1,2,"YES",NA,"YES",NA,1,6
"563",1,2,"YES",NA,"YES",NA,1,7
"564",1,2,"YES",NA,"YES",NA,1,5
"565",NA,2,"YES",NA,"YES",NA,1,6
"566",NA,2,"YES",NA,"YES",NA,1,NA
"567",2,2,"YES",NA,"YES",NA,1,6
"568",1,2,"YES",NA,"YES",NA,1,6
"569",1,2,"YES",NA,"YES",NA,1,6
"570",1,2,"YES",NA,"YES",NA,1,5
"571",1,2,"YES",NA,"YES",NA,1,6
"572",2,2,"YES",NA,"YES",NA,1,7
"573",1,2,"YES",NA,"YES",NA,1,4
"574",2,2,"YES",NA,"YES",NA,1,6
"575",NA,2,"YES",NA,"YES",NA,1,NA
"576",NA,2,"YES",NA,"YES",NA,2,NA
"577",1,2,"YES",NA,"YES",NA,2,6
"578",1,2,"YES",NA,"YES",NA,1,6
"579",2,2,"YES",NA,"YES",NA,1,4
"580",2,2,"YES",NA,"YES",NA,1,5
"581",2,2,"YES",NA,"YES",NA,1,5
"582",1,2,"NO",1,"NO",2,2,3
"583",1,2,"NO",1,"NO",2,2,5
"584",NA,2,"NO",1,"NO",2,2,NA
"585",2,2,"NO",1,"NO",2,2,5
"586",2,2,"NO",1,"YES",NA,1,5
"587",1,2,"NO",1,"YES",NA,1,4
"588",1,2,"NO",1,"YES",NA,1,6
"589",1,2,"YES",NA,"YES",NA,1,5
"590",1,2,"YES",NA,"YES",NA,1,6
"591",1,2,"YES",NA,"YES",NA,1,6
"592",1,1,"YES",NA,"YES",NA,1,4
"593",1,2,"YES",NA,"YES",NA,1,6
"594",1,2,"YES",NA,"YES",NA,1,7
"595",1,2,"YES",NA,"YES",NA,1,7
"596",1,2,"YES",NA,"YES",NA,1,7
"597",1,2,"YES",NA,"YES",NA,1,5
"598",1,2,"YES",NA,"YES",NA,1,6
"599",2,2,"YES",NA,"YES",NA,1,5
"600",1,2,"YES",NA,"YES",NA,1,6
"601",1,2,"YES",NA,"YES",NA,1,5
"602",1,1,"YES",NA,"YES",NA,1,6
"603",1,2,"NO",2,"NO",2,2,5
"604",1,2,"YES",NA,"YES",NA,1,6
"605",1,2,"YES",NA,"YES",NA,1,7
"606",1,1,"YES",NA,"YES",NA,2,4
"607",2,1,"NO",1,"YES",NA,1,4
"608",1,1,"NO",1,"YES",NA,1,4
"609",1,2,"NO",1,"YES",NA,2,4
"610",1,2,"NO",1,"YES",NA,2,4
"611",1,2,"YES",NA,"YES",NA,1,5
"612",1,2,"YES",NA,"YES",NA,1,4
"613",1,2,"YES",NA,"YES",NA,1,5
"614",1,1,"YES",NA,"YES",NA,1,7
"615",1,2,"YES",NA,"YES",NA,1,5
"616",1,2,"YES",NA,"YES",NA,1,6
"617",1,2,"YES",NA,"YES",NA,1,5
"618",1,2,"YES",NA,"YES",NA,1,4
"619",1,2,"NO",1,"YES",NA,2,4
"620",2,1,"YES",NA,"YES",NA,1,5
"621",2,1,"YES",NA,"YES",NA,1,4
"622",1,1,"YES",NA,"YES",NA,1,2
"623",1,2,"YES",NA,"YES",NA,1,3
"624",1,2,"YES",NA,"YES",NA,1,4
"625",1,2,"YES",NA,"YES",NA,1,4
"626",1,2,"YES",NA,"YES",NA,1,4
"627",1,2,"YES",NA,"YES",NA,1,5
"628",1,2,"YES",NA,"YES",NA,1,4
"629",1,2,"YES",NA,"YES",NA,1,7
"630",1,1,NA,NA,NA,NA,NA,5
"631",1,2,"YES",NA,"YES",NA,1,6
"632",1,2,"YES",NA,"YES",NA,1,6
"633",1,2,"YES",NA,"YES",NA,1,7
"634",1,2,"YES",NA,"YES",NA,2,5
"635",1,2,"YES",NA,"YES",NA,2,4
"636",2,2,"YES",NA,"YES",NA,1,7
"637",2,2,"YES",NA,"YES",NA,1,6
"638",1,2,"YES",NA,"YES",NA,1,5
"639",2,2,"YES",NA,"YES",NA,1,5
"640",2,2,"YES",NA,"YES",NA,1,6
"641",1,2,"YES",NA,"YES",NA,1,7
"642",1,2,"YES",NA,"YES",NA,1,4
"643",1,2,"YES",NA,"YES",NA,1,5
"644",2,2,"YES",NA,"YES",NA,1,6
"645",NA,2,"YES",NA,"YES",NA,1,NA
"646",1,2,"YES",NA,"YES",NA,2,7
"647",2,2,"YES",NA,"YES",NA,2,4
"648",1,2,"YES",NA,"YES",NA,2,7
"649",1,2,"YES",NA,"YES",NA,2,5
"650",2,2,"YES",NA,"YES",NA,1,3
"651",2,2,"YES",NA,"YES",NA,1,4
"652",2,2,"YES",NA,"YES",NA,1,6
"653",2,1,"YES",NA,"YES",NA,1,7
"654",2,1,"YES",NA,"YES",NA,1,5
"655",2,2,"NO",2,"YES",NA,2,6
"656",1,2,"YES",NA,"YES",NA,1,5
"657",1,2,"YES",NA,"YES",NA,1,5
"658",1,2,"YES",NA,"YES",NA,1,7
"659",1,1,"YES",NA,"YES",NA,1,5
"660",1,1,"YES",NA,"YES",NA,1,5
"661",2,1,"YES",NA,"YES",NA,1,6
"662",1,2,"YES",NA,"YES",NA,1,5
"663",1,2,"YES",NA,"YES",NA,1,6
"664",1,2,"YES",NA,"YES",NA,2,5
"665",1,2,"YES",NA,"YES",NA,2,6
"666",2,2,"YES",NA,"YES",NA,2,2
"667",1,2,"YES",NA,"YES",NA,1,5
"668",1,2,"YES",NA,"YES",NA,1,5
"669",2,2,"YES",NA,"YES",NA,1,6
"670",1,2,"YES",NA,"YES",NA,2,6
"671",1,2,"YES",NA,"YES",NA,2,5
"672",1,2,"YES",NA,"YES",NA,1,6
"673",1,2,"YES",NA,"YES",NA,1,5
"674",1,2,"YES",NA,"YES",NA,1,6
"675",1,2,"YES",NA,"YES",NA,1,7
"676",1,2,"YES",NA,"YES",NA,1,7
"677",1,2,"YES",NA,"YES",NA,1,7
"678",1,1,"YES",NA,"YES",NA,1,7
"679",NA,1,"YES",NA,"YES",NA,1,NA
"680",1,2,"YES",NA,"YES",NA,2,6
"681",2,2,"YES",NA,"YES",NA,2,6
"682",1,2,"YES",NA,"YES",NA,1,5
"683",2,2,"YES",NA,"YES",NA,1,4
"684",2,2,"YES",NA,"YES",NA,1,2
"685",1,2,"YES",NA,"YES",NA,1,5
"686",1,2,"YES",NA,"YES",NA,1,5
"687",1,2,"YES",NA,"YES",NA,1,6
"688",1,2,"YES",NA,"YES",NA,1,4
"689",2,1,"YES",NA,"YES",NA,2,4
"690",2,1,"YES",NA,"YES",NA,2,5
"691",1,1,"YES",NA,"YES",NA,2,5
"692",2,1,"YES",NA,"YES",NA,1,4
"693",2,1,"YES",NA,"YES",NA,1,4
"694",1,2,"YES",NA,"YES",NA,1,7
"695",1,2,"YES",NA,"YES",NA,1,6
"696",1,2,"YES",NA,"YES",NA,2,3
"697",1,2,"YES",NA,"YES",NA,2,5
"698",1,1,"YES",NA,"YES",NA,2,6
"699",1,1,"YES",NA,"YES",NA,2,5
"700",1,1,"YES",NA,"YES",NA,2,7
"701",1,1,"YES",NA,"YES",NA,2,6
"702",1,2,"YES",NA,"YES",NA,2,5
"703",1,2,"YES",NA,"YES",NA,2,6
"704",NA,2,"YES",NA,"YES",NA,2,NA
"705",2,2,"YES",NA,"YES",NA,2,4
"706",1,2,"YES",NA,"YES",NA,1,6
"707",1,2,"YES",NA,"YES",NA,1,6
"708",1,2,"YES",NA,"YES",NA,1,6
"709",1,2,"YES",NA,"YES",NA,1,5
"710",2,2,"YES",NA,"YES",NA,1,5
"711",2,2,"YES",NA,"YES",NA,1,4
"712",1,2,"YES",NA,"YES",NA,1,6
"713",1,2,"YES",NA,"YES",NA,1,6
"714",2,2,"YES",NA,"YES",NA,1,6
"715",2,1,"YES",NA,"YES",NA,1,6
"716",1,2,"NO",1,"YES",NA,1,4
"717",1,2,"NO",1,"YES",NA,1,7
"718",1,2,"NO",1,"YES",NA,1,6
"719",2,2,"NO",1,"YES",NA,1,4
"720",2,2,"NO",1,"YES",NA,1,6
"721",2,2,"NO",1,"YES",NA,1,4
"722",1,1,"YES",NA,"YES",NA,1,6
"723",1,1,"YES",NA,"YES",NA,1,5
"724",2,1,"YES",NA,"YES",NA,2,5
"725",1,1,"YES",NA,"YES",NA,2,5
"726",2,1,"YES",NA,"YES",NA,2,5
"727",1,1,"YES",NA,"YES",NA,2,5
"728",2,1,"YES",NA,"YES",NA,2,5
"729",1,2,"YES",NA,"YES",NA,2,2
"730",1,2,"YES",NA,"YES",NA,2,5
"731",1,2,"YES",NA,"YES",NA,1,5
"732",2,2,"YES",NA,"YES",NA,1,6
"733",2,2,"YES",NA,"YES",NA,1,1
"734",1,2,"YES",NA,"YES",NA,1,5
"735",2,2,"YES",NA,"YES",NA,1,5
"736",NA,2,"YES",NA,"YES",NA,1,NA
"737",1,2,"YES",NA,"YES",NA,1,6
"738",1,2,"YES",NA,"YES",NA,1,6
"739",1,2,"YES",NA,"YES",NA,1,5
"740",1,2,"YES",NA,"YES",NA,1,5
"741",2,2,"YES",NA,"YES",NA,1,6
"742",1,1,"YES",NA,"YES",NA,1,7
"743",NA,2,"YES",NA,"YES",NA,1,NA
"744",1,2,"YES",NA,"YES",NA,1,6
"745",1,2,"NO",1,"NO",1,2,5
"746",1,2,"NO",1,"NO",1,2,5
"747",1,2,"YES",NA,"NO",2,1,6
"748",1,2,"NO",1,"NO",1,2,4
"749",1,2,"NO",2,"NO",2,1,6
"750",1,2,"NO",2,"NO",2,1,6
"751",1,2,"NO",2,"NO",2,1,NA
"752",2,2,"NO",2,"NO",2,1,4
"753",NA,2,"YES",NA,"YES",NA,1,NA
"754",1,2,"YES",NA,"YES",NA,1,6
"755",2,1,"YES",NA,"YES",NA,1,5
"756",1,2,"YES",NA,"YES",NA,1,1
"757",1,2,"YES",NA,"YES",NA,1,4
"758",1,2,"YES",NA,"YES",NA,1,5
"759",1,2,"YES",NA,"YES",NA,1,6
"760",1,2,"YES",NA,"YES",NA,1,6
"761",1,2,"NO",1,"YES",NA,2,5
"762",2,2,"YES",NA,"YES",NA,1,4
"763",2,2,"YES",NA,"YES",NA,1,5
"764",2,2,"YES",NA,"YES",NA,1,5
"765",1,2,"YES",NA,"YES",NA,1,7
"766",1,2,"YES",NA,"YES",NA,1,5
"767",2,2,"YES",NA,"YES",NA,1,6
"768",1,2,"YES",NA,"YES",NA,1,5
"769",1,2,"YES",NA,"YES",NA,1,6
"770",2,2,"YES",NA,"YES",NA,1,5
"771",1,2,"YES",NA,"YES",NA,1,6
"772",2,2,"YES",NA,"YES",NA,1,5
"773",1,2,"YES",NA,"YES",NA,1,6
"774",1,2,"YES",NA,"YES",NA,2,4
"775",NA,NA,NA,NA,NA,NA,NA,NA
"776",2,2,"YES",NA,"YES",NA,1,5
"777",1,2,"YES",NA,"YES",NA,1,5
"778",1,2,"YES",NA,"YES",NA,1,6
"779",1,2,"YES",NA,"YES",NA,1,5
"780",1,2,"YES",NA,"YES",NA,1,6
"781",1,2,"YES",NA,"YES",NA,1,7
"782",1,2,"YES",NA,"YES",NA,1,5
"783",2,2,"NO",2,"YES",NA,2,6
"784",1,1,"YES",NA,"YES",NA,1,6
"785",2,1,"YES",NA,"YES",NA,1,6
"786",2,1,"YES",NA,"YES",NA,1,3
"787",1,2,"YES",NA,"YES",NA,1,6
"788",2,2,"YES",NA,"YES",NA,1,7
"789",2,2,"NO",1,"YES",NA,1,3
"790",2,2,"NO",1,"YES",NA,1,5
"791",2,2,"NO",1,"YES",NA,1,3
"792",1,2,"NO",2,"YES",NA,1,5
"793",1,1,"YES",NA,"YES",NA,1,6
"794",1,1,"YES",NA,"YES",NA,1,7
"795",1,1,"YES",NA,"YES",NA,2,7
"796",2,1,"YES",NA,"YES",NA,2,5
"797",2,1,"YES",NA,"YES",NA,2,5
"798",1,1,"YES",NA,"YES",NA,2,6
"799",1,1,"YES",NA,"YES",NA,2,6
"800",2,2,"YES",NA,"YES",NA,1,5
"801",1,2,"YES",NA,"YES",NA,1,5
"802",1,2,"YES",NA,"YES",NA,2,5
"803",1,2,"YES",NA,"NO",2,1,7
"804",1,2,"YES",NA,"NO",2,1,6
"805",NA,2,"YES",NA,"NO",2,1,NA
"806",2,2,"YES",NA,"YES",NA,1,6
"807",1,2,"YES",NA,"YES",NA,1,4
"808",1,2,"YES",NA,"YES",NA,1,5
"809",1,2,"YES",NA,"YES",NA,1,5
"810",2,2,"NO",2,"YES",NA,2,6
"811",1,2,"NO",2,"YES",NA,2,2
"812",1,1,"YES",NA,"YES",NA,1,6
"813",1,1,"YES",NA,"YES",NA,1,6
"814",1,1,"YES",NA,"YES",NA,1,6
"815",1,1,"YES",NA,"YES",NA,1,6
"816",1,2,"NO",2,"YES",NA,2,6
"817",1,1,"YES",NA,"YES",NA,1,4
"818",1,2,"NO",2,"YES",NA,2,5
"819",1,1,"YES",NA,"YES",NA,1,6
"820",2,2,"YES",NA,"YES",NA,1,5
"821",1,2,"YES",NA,"YES",NA,1,5
"822",1,2,"YES",NA,"YES",NA,1,7
"823",1,2,"YES",NA,"YES",NA,1,NA
"824",NA,2,"YES",NA,"YES",NA,1,NA
"825",1,2,"NO",1,"NO",1,1,7
"826",1,2,"NO",1,"NO",1,1,NA
"827",2,2,"YES",NA,"YES",NA,1,6
"828",2,2,"YES",NA,"YES",NA,1,6
"829",2,2,"YES",NA,"YES",NA,1,2
"830",1,2,"YES",NA,"YES",NA,1,2
"831",1,2,"NO",1,"YES",NA,1,6
"832",1,2,"NO",1,"YES",NA,1,7
"833",2,2,"NO",1,"YES",NA,2,5
"834",2,2,"NO",1,"YES",NA,2,7
"835",1,2,"YES",NA,"YES",NA,1,5
"836",1,2,"YES",NA,"YES",NA,1,3
"837",1,2,"NO",2,"YES",NA,2,5
"838",1,2,"NO",2,"YES",NA,2,7
"839",2,2,"NO",2,"YES",NA,2,6
"840",1,2,"YES",NA,"YES",NA,1,6
"841",1,2,"YES",NA,"YES",NA,1,6
"842",1,2,"YES",NA,"YES",NA,1,4
"843",1,2,"NO",2,"YES",NA,2,6
"844",2,2,"YES",NA,"NO",1,2,3
"845",1,2,"YES",NA,"YES",NA,1,5
"846",2,2,"YES",NA,"YES",NA,2,5
"847",2,2,"YES",NA,"YES",NA,2,2
"848",NA,NA,NA,NA,NA,NA,NA,NA
"849",1,2,"NO",2,"YES",NA,1,6
"850",1,2,"YES",NA,"YES",NA,1,6
"851",1,2,"NO",2,"YES",NA,2,NA
"852",1,2,"NO",2,"YES",NA,1,6
"853",2,2,"YES",NA,"YES",NA,1,5
"854",1,2,"YES",NA,"YES",NA,2,4
"855",1,2,"YES",NA,"YES",NA,2,6
"856",2,2,"NO",1,"YES",NA,2,4
"857",2,2,"NO",1,"YES",NA,2,4
"858",1,2,"YES",NA,"YES",NA,1,5
"859",1,2,"YES",NA,"YES",NA,1,4
"860",2,2,"YES",NA,"YES",NA,1,5
"861",1,2,"YES",NA,"YES",NA,2,6
"862",1,2,"YES",NA,"YES",NA,2,7
"863",NA,2,"YES",NA,"YES",NA,2,NA
"864",2,2,"YES",NA,"YES",NA,2,5
"865",NA,2,"YES",NA,"YES",NA,1,NA
"866",1,2,"YES",NA,"YES",NA,1,7
"867",2,2,"YES",NA,"YES",NA,1,5
"868",2,2,"YES",NA,"YES",NA,1,6
"869",1,2,"YES",NA,"YES",NA,1,5
"870",NA,2,"YES",NA,"YES",NA,1,NA
"871",2,2,"YES",NA,"YES",NA,1,6
"872",2,2,"YES",NA,"YES",NA,1,5
"873",2,2,"YES",NA,"YES",NA,1,5
"874",1,2,"YES",NA,"YES",NA,1,4
"875",2,2,"YES",NA,"YES",NA,1,5
"876",1,2,"YES",NA,"YES",NA,1,5
"877",1,1,"NO",2,"YES",NA,1,5
"878",1,2,"YES",NA,"YES",NA,1,6
"879",1,2,"YES",NA,"YES",NA,1,6
"880",1,1,"NO",2,"YES",NA,2,5
"881",2,2,"YES",NA,"YES",NA,1,6
"882",1,2,"YES",NA,"YES",NA,1,NA
"883",1,2,"YES",NA,"YES",NA,1,4
"884",1,2,"YES",NA,"YES",NA,1,7
"885",1,2,"YES",NA,"YES",NA,1,5
"886",2,2,"YES",NA,"YES",NA,1,3
"887",2,2,"NO",1,"YES",NA,2,5
"888",1,2,"NO",2,"YES",NA,1,7
"889",1,2,"NO",2,"YES",NA,1,7
"890",1,NA,NA,NA,NA,NA,NA,NA
"891",1,2,"YES",NA,"YES",NA,1,5
"892",1,2,"YES",NA,"YES",NA,1,3
"893",2,2,"YES",NA,"YES",NA,1,5
"894",2,2,"YES",NA,"YES",NA,1,5
"895",1,2,"YES",NA,"YES",NA,1,6
"896",1,2,"YES",NA,"YES",NA,1,5
"897",1,2,"YES",NA,"YES",NA,1,5
"898",1,2,"YES",NA,"YES",NA,1,5
"899",1,2,"YES",NA,"YES",NA,1,7
"900",1,2,"YES",NA,"YES",NA,1,6
"901",2,2,"YES",NA,"YES",NA,1,5
"902",2,2,"YES",NA,"YES",NA,1,6
"903",2,2,"YES",NA,"YES",NA,1,7
"904",1,2,"YES",NA,"YES",NA,1,7
"905",1,2,"YES",NA,"YES",NA,1,6
"906",2,1,"YES",NA,"YES",NA,2,7
"907",2,2,"YES",NA,"YES",NA,1,6
"908",2,2,"YES",NA,"YES",NA,1,7
"909",2,1,"YES",NA,"YES",NA,1,4
"910",2,1,"YES",NA,"YES",NA,1,7
"911",1,2,"YES",NA,"YES",NA,2,4
"912",1,2,"YES",NA,"YES",NA,1,5
"913",1,2,"YES",NA,"YES",NA,1,7
"914",2,2,"YES",NA,"YES",NA,1,3
"915",1,2,"YES",NA,"YES",NA,2,5
"916",1,2,"YES",NA,"YES",NA,2,6
"917",1,2,"YES",NA,"YES",NA,2,6
"918",2,2,"NO",2,"YES",NA,1,4
"919",1,2,"NO",1,"YES",NA,2,6
"920",1,2,"NO",1,"YES",NA,1,4
"921",1,2,"YES",NA,"YES",NA,1,6
"922",1,2,"YES",NA,"YES",NA,1,1
"923",1,2,"YES",NA,"YES",NA,1,7
"924",NA,2,"YES",NA,"YES",NA,1,NA
"925",2,2,"YES",NA,"YES",NA,2,5
"926",2,2,"YES",NA,"YES",NA,2,4
"927",2,1,"YES",NA,"YES",NA,1,3
"928",2,1,"YES",NA,"YES",NA,1,4
"929",1,2,"NO",2,"YES",NA,1,7
"930",1,2,"NO",2,"YES",NA,1,5
"931",1,2,"YES",NA,"YES",NA,2,1
"932",1,2,"YES",NA,"YES",NA,1,5
"933",1,2,"YES",NA,"YES",NA,1,6
"934",1,2,"YES",NA,"YES",NA,1,6
"935",2,2,"NO",1,"NO",2,1,7
"936",2,2,"NO",1,"NO",2,1,5
"937",1,2,"NO",2,"YES",NA,2,2
"938",1,2,"NO",2,"YES",NA,2,1
"939",2,2,"YES",NA,"YES",NA,1,6
"940",2,2,"YES",NA,"YES",NA,1,6
"941",NA,2,"YES",NA,"YES",NA,1,NA
"942",1,2,"YES",NA,"YES",NA,1,6
"943",1,2,"YES",NA,"YES",NA,1,7
"944",2,2,"YES",NA,"YES",NA,1,6
"945",1,2,"NO",1,"YES",NA,2,7
"946",1,2,"NO",1,"YES",NA,2,5
"947",NA,2,"NO",2,"YES",NA,2,5
"948",2,1,"YES",NA,"YES",NA,2,5
"949",2,1,"YES",NA,"YES",NA,2,6
"950",1,2,"NO",2,"YES",NA,1,6
"951",2,2,"YES",NA,NA,NA,1,7
"952",1,2,"NO",2,"YES",NA,1,5
"953",1,2,"YES",NA,"YES",NA,1,5
"954",2,2,"NO",2,"YES",NA,1,6
"955",1,2,"NO",2,"YES",NA,1,1
"956",NA,2,"YES",NA,"YES",NA,1,NA
"957",1,2,"YES",NA,"YES",NA,1,7
"958",1,1,"NO",1,"NO",1,1,5
"959",1,2,"YES",NA,"YES",NA,2,5
"960",1,2,"YES",NA,"YES",NA,2,6
"961",1,2,"YES",NA,"YES",NA,2,3
"962",1,2,"YES",NA,"YES",NA,1,5
"963",2,2,"YES",NA,"YES",NA,1,6
"964",2,2,"YES",NA,"YES",NA,1,7
"965",2,2,"YES",NA,"YES",NA,1,6
"966",1,2,"YES",NA,"YES",NA,1,5
"967",2,2,"YES",NA,"YES",NA,2,5
"968",2,2,"YES",NA,"YES",NA,2,6
"969",2,2,"YES",NA,"YES",NA,2,6
"970",1,2,"YES",NA,"YES",NA,2,5
"971",2,2,"YES",NA,"YES",NA,1,6
"972",2,2,"YES",NA,"YES",NA,1,6
"973",1,2,"YES",NA,"YES",NA,1,7
"974",2,2,"YES",NA,"YES",NA,1,6
"975",1,2,"YES",NA,"YES",NA,1,6
"976",1,2,"NO",1,"YES",NA,2,5
"977",1,2,"NO",1,"YES",NA,2,6
"978",1,2,"NO",1,"YES",NA,2,6
"979",1,2,"NO",1,"YES",NA,2,1
"980",NA,2,"NO",1,"YES",NA,2,6
"981",2,2,"NO",1,"YES",NA,2,NA
"982",2,2,"NO",1,"YES",NA,2,2
"983",1,2,"NO",1,"YES",NA,2,5
"984",2,2,"YES",NA,"YES",NA,2,4
"985",2,2,"YES",NA,"YES",NA,2,4
"986",NA,2,"YES",NA,"YES",NA,2,3
"987",2,2,"NO",2,"YES",NA,2,5
"988",1,2,"YES",NA,"NO",2,1,5
"989",1,2,"YES",NA,"YES",NA,1,7
"990",1,2,"YES",NA,"YES",NA,1,6
"991",1,2,"YES",NA,"YES",NA,1,7
"992",1,2,"YES",NA,"YES",NA,1,6
"993",1,2,"YES",NA,"YES",NA,1,7
"994",2,2,"YES",NA,"YES",NA,1,6
"995",1,2,"YES",NA,"YES",NA,2,7
"996",1,2,"YES",NA,"YES",NA,2,6
"997",1,2,"YES",NA,"YES",NA,2,4
"998",1,2,"YES",NA,"YES",NA,1,5
"999",2,2,"YES",NA,"YES",NA,1,6
"1000",1,2,"YES",NA,"NO",2,1,7
"1001",1,2,"YES",NA,"NO",2,1,7
"1002",1,2,"YES",NA,"NO",2,1,6
"1003",1,2,"YES",NA,"NO",2,1,5
"1004",1,2,"YES",NA,"YES",NA,2,6
"1005",1,2,"NO",2,"YES",NA,2,NA
"1006",2,2,"YES",NA,"YES",NA,1,5
"1007",1,2,"YES",NA,"YES",NA,1,5
"1008",1,2,"YES",NA,"YES",NA,1,6
"1009",1,2,"YES",NA,"YES",NA,1,6
"1010",1,2,"YES",NA,"YES",NA,1,4
"1011",1,2,"YES",NA,"YES",NA,1,6
"1012",1,2,"YES",NA,"YES",NA,1,5
"1013",1,2,"YES",NA,"YES",NA,1,5
"1014",1,2,"YES",NA,"YES",NA,1,6
"1015",2,2,"YES",NA,"YES",NA,1,6
"1016",2,2,"YES",NA,"YES",NA,1,5
"1017",2,2,"NO",2,"YES",NA,2,4
"1018",1,2,"YES",NA,"YES",NA,1,6
"1019",1,2,"YES",NA,"YES",NA,1,5
"1020",1,2,"YES",NA,"YES",NA,1,6
"1021",1,2,"YES",NA,"YES",NA,1,7
"1022",1,2,"YES",NA,"YES",NA,2,5
"1023",1,2,"YES",NA,"YES",NA,2,6
"1024",1,2,"YES",NA,"YES",NA,2,7
"1025",2,2,"YES",NA,"YES",NA,2,7
"1026",2,2,"YES",NA,"YES",NA,2,6
"1027",1,2,"YES",NA,"YES",NA,1,4
"1028",1,2,"YES",NA,"YES",NA,1,5
"1029",1,2,"YES",NA,"YES",NA,1,6
"1030",1,2,"YES",NA,"YES",NA,1,5
"1031",1,2,"YES",NA,"YES",NA,1,5
"1032",1,2,"YES",NA,"YES",NA,1,6
"1033",1,2,"YES",NA,"YES",NA,1,6
"1034",2,2,"YES",NA,"YES",NA,1,7
"1035",1,2,"NO",2,"YES",NA,1,6
"1036",1,2,"NO",2,"YES",NA,1,7
"1037",1,2,"YES",NA,"YES",NA,1,6
"1038",1,2,"YES",NA,"YES",NA,1,6
"1039",1,2,"YES",NA,"YES",NA,1,7
"1040",1,2,"NO",2,"YES",NA,1,4
"1041",1,2,"NO",2,"YES",NA,1,7
"1042",1,2,"YES",NA,"YES",NA,1,6
"1043",1,2,"YES",NA,"YES",NA,1,4
"1044",1,2,"YES",NA,"YES",NA,2,4
"1045",1,2,"YES",NA,"YES",NA,2,4
"1046",1,2,"YES",NA,"YES",NA,2,6
"1047",1,1,"NO",2,"YES",NA,1,6
"1048",1,2,"YES",NA,"YES",NA,2,6
"1049",2,2,"YES",NA,"YES",NA,2,7
"1050",1,2,"NO",1,"NO",1,1,6
"1051",2,2,"NO",1,"YES",NA,2,6
"1052",1,2,"NO",1,"YES",NA,2,4
"1053",2,2,"NO",1,"YES",NA,2,4
"1054",1,2,"NO",1,"NO",1,2,5
"1055",1,2,"YES",NA,"YES",NA,1,5
"1056",2,2,"YES",NA,"YES",NA,2,6
"1057",2,2,"YES",NA,"YES",NA,2,4
"1058",1,2,"YES",NA,"YES",NA,1,7
"1059",1,2,"YES",NA,"YES",NA,2,6
"1060",1,2,"YES",NA,"YES",NA,2,6
"1061",1,1,"YES",NA,"YES",NA,1,6
"1062",2,2,"YES",NA,"YES",NA,1,5
"1063",1,2,"YES",NA,"YES",NA,1,4
"1064",1,2,"NO",2,"YES",NA,2,7
"1065",1,1,"YES",NA,"YES",NA,1,7
"1066",1,2,"YES",NA,"NO",2,1,5
"1067",1,2,"YES",NA,"NO",2,1,3
"1068",2,2,"YES",NA,"NO",2,1,4
"1069",1,2,"YES",NA,"YES",NA,1,5
"1070",1,2,"YES",NA,"YES",NA,1,6
"1071",NA,2,"YES",NA,"YES",NA,1,NA
"1072",2,1,"YES",NA,"YES",NA,1,5
"1073",1,1,"YES",NA,"YES",NA,1,5
"1074",1,2,"YES",NA,"YES",NA,1,5
"1075",1,2,"YES",NA,"YES",NA,1,6
"1076",2,1,"NO",1,"YES",NA,1,2
"1077",2,1,"NO",1,"YES",NA,1,3
"1078",2,1,"NO",1,"YES",NA,1,4
"1079",2,1,"NO",1,"YES",NA,1,4
"1080",1,2,"YES",NA,"YES",NA,1,5
"1081",1,2,"YES",NA,"YES",NA,1,5
"1082",1,2,"YES",NA,"YES",NA,1,6
"1083",1,2,"YES",NA,"YES",NA,1,5
"1084",1,2,"YES",NA,"YES",NA,1,5
"1085",1,1,"YES",NA,"YES",NA,1,6
"1086",1,1,"YES",NA,"YES",NA,1,4
"1087",1,2,"YES",NA,"YES",NA,1,5
"1088",1,2,"YES",NA,"YES",NA,1,2
"1089",2,2,"YES",NA,"YES",NA,2,6
"1090",2,2,"YES",NA,"YES",NA,2,5
"1091",2,2,"NO",2,"YES",NA,2,NA
"1092",2,2,"NO",2,"YES",NA,2,7
"1093",1,1,"NO",1,"YES",NA,1,4
"1094",2,1,"NO",1,"YES",NA,1,5
"1095",2,1,"YES",NA,"YES",NA,2,5
"1096",2,1,"NO",2,"NO",1,2,5
"1097",1,2,"YES",NA,"YES",NA,2,7
"1098",1,2,"NO",2,"YES",NA,2,6
"1099",1,2,"NO",2,"YES",NA,2,7
"1100",1,2,"YES",NA,"YES",NA,1,4
"1101",1,2,"NO",2,"YES",NA,1,6
"1102",1,2,"NO",2,"YES",NA,1,7
"1103",1,2,"NO",2,"YES",NA,1,7
"1104",1,2,"YES",NA,"YES",NA,2,6
"1105",1,2,"YES",NA,"YES",NA,2,5
"1106",2,2,"YES",NA,"YES",NA,1,4
"1107",2,2,"YES",NA,"YES",NA,1,1
"1108",1,2,"YES",NA,"YES",NA,1,5
"1109",1,2,"YES",NA,"YES",NA,1,5
"1110",1,2,"YES",NA,"YES",NA,1,6
"1111",1,2,"YES",NA,"YES",NA,1,7
"1112",2,2,"YES",NA,"YES",NA,2,4
"1113",1,2,"YES",NA,"YES",NA,2,7
"1114",1,2,"YES",NA,"YES",NA,2,4
"1115",NA,2,"NO",2,"YES",NA,2,NA
"1116",1,2,"NO",2,"YES",NA,2,4
